NUSEQPATR	NUPATRIMONIO	DEPATRIMONIO	CDPROJETO	CDLOCAL	CODOBJETO	CDMATRFUNCIONARIO	SITUACAO	DTAQUISICAO	DTBAIXA	USUARIO	DTOPERACAO
5	456	APARELHO TELEFÔNICO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
6	1	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
7	2	POLTRONA VICE PRESIDENTE	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
9	4	APARELHO TELEFÔNICO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
10	5	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
11	6	POLTRONA PRESIDENTE	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
12	7	CADEIRA DE ESCRITORIO CINZA (GIRATORIA)	8	530	476	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
13	8	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
14	9	ARMARIO ALTO 2  PORTAS	8	2035	250	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
15	10	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
16	11	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
17	12	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
18	14	ESCADA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
19	15	REFRIGERADOR	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
20	16	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
21	17	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
22	18	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
23	19	FOGÃO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
24	20	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
25	21	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
26	22	MESA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
27	23	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
28	24	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
29	25	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
30	26	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
31	28	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
32	29	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
33	30	TRANSFORMADOR DE VOLTAGEM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
34	31	QUADRO ARTÖSTICO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
35	32	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
36	33	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
37	34	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
38	35	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
39	36	MAPOTECA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
40	37	ESTANTE MODULÁVEL COM REFORÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
42	39	ESTANTE MODULÁVEL COM REFORÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
43	40	ESTANTE ESCANINHO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
44	41	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
45	42	MESA DE CAMPANHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
46	43	MESA DE CAMPANHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
47	44	BALCAO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
49	46	ESTANTE MODULÁVEL COM REFORÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
50	47	ARMARIO PARA ARQUIVO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
51	48	BALCAO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
52	49	ESPELHO DE PAREDE	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
53	50	BANCADA DE DIGITA€ÇO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
54	51	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
55	52	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
56	53	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
57	54	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
58	55	BANQUETA DE DESENHO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
59	56	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
60	57	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
61	58	MESA DIGITALIZADORA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
62	59	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
63	60	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
64	61	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
65	62	CPU	8	530	NULL	133838	EM USO	1899-12-31	NULL	BEA.SC	2025-12-03
66	63	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
67	64	BALCAO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
68	65	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
69	66	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
70	67	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
71	68	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
72	69	SCANNER	8	530	NULL	133838	EM USO	1900-02-27	NULL	BEA.SC	2025-12-03
73	71	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
74	72	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
75	73	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
76	74	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
77	75	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
78	76	MESA DE DIGITAÇÃO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
79	77	ESTANTE MODULÁVEL COM REFORÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
80	78	ESTANTE MODULÁVEL COM REFORÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
81	79	ESTANTE MODULÁVEL COM REFORÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
82	80	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
83	81	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
84	82	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
85	83	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
86	84	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
87	85	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
88	86	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
89	87	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
90	88	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
91	89	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
92	90	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
93	91	APARELHO DE FAX	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
94	92	DISTRIBUIDOR DE REDE HUB	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
95	93	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
96	94	MESA DE ESCRITORIO INDIVIDUAL 2 GAVETAS	8	530	403	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
97	95	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
98	96	DISTRIBUIDOR DE REDE HUB 8/TBC	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
99	97	ROTEADOR	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
100	98	MODEM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
101	99	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
102	100	CENTRAL TELEFÔNICA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
103	101	NOBREAK	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
104	102	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
105	103	FILTRO DE LINHA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
106	104	FILTRO DE LINHA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
107	105	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
108	106	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
109	107	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
110	108	ARMARIO BAIXO 2 PORTAS	8	530	251	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
111	109	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
112	110	IMPRESSORA MATRICIAL	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
113	111	MESA PARA IMPRESSORA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
114	112	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
115	113	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
116	114	MàDULO DE PORTAS SERIAIS	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
117	115	MàDULO DE PORTAS SERIAIS	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
118	116	CPU SERVIDOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
119	117	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
120	118	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
121	119	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
122	120	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
123	121	MESA DE DIGITAÇÃO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
124	122	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
125	123	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
126	124	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
127	126	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
128	127	IMPRESSORA JATO DE TINTA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
129	128	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
130	130	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
131	131	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
132	132	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
133	133	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
134	134	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
135	135	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
136	136	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
137	137	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
140	140	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
141	141	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
143	143	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
144	144	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
145	145	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
146	146	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
147	147	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
149	149	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
150	150	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
151	151	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
152	152	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
153	153	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
155	155	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
156	156	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
157	157	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
158	158	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
159	159	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
160	160	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
161	161	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
162	162	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
163	163	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
164	164	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
165	165	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
166	166	CADEIRA SECRETÁRIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
168	168	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
169	169	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
170	170	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
171	171	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
172	172	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
173	173	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
174	174	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
175	175	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
176	176	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
177	177	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
178	178	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
179	179	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
180	180	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
181	181	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
182	182	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
183	183	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
184	184	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
185	185	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
186	186	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
187	187	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
188	188	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
189	189	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
190	190	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
191	191	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
192	192	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
193	193	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
194	194	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
195	195	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
196	196	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
197	197	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
198	198	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
199	199	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
200	200	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
201	201	POLTRONA DE CANTO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
202	202	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
203	203	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
204	204	ESTANTE MODULÁVEL	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
205	205	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
206	206	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
207	207	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
208	208	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
210	210	ARMÁRIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
211	211	POLTRONA PRESIDENTE	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
212	212	APARELHO TELEFÔNICO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
213	213	MESA DE DIGITAÇÃO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
214	214	MESA DE ESCRITORIO PEQUENA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
215	215	MESA DE DIGITAÇÃO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
216	216	ESTABILIZADOR DE VOLTAGEM	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
217	217	CPU	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
218	218	MONITOR DE VIDEO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
219	219	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
220	220	ESCRIVANINHA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
221	221	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
222	222	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
223	223	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
225	225	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
226	226	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
227	227	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
228	228	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
229	229	FILTRO DE LINHA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
230	230	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
231	231	CONDICIONADOR DE AR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
232	232	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
233	233	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
234	234	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
235	235	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
236	236	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
237	237	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
238	238	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
239	239	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
240	240	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
241	241	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
242	242	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
243	243	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
244	244	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
